"","veh_value","exposure","clm","numclaims","claimcst0","veh_body","veh_age","gender","area","agecat","X_OBSTAT_"
"62986",1.04,0.5503080082,"0",0,0,"SEDAN",3,"F","D","4","01101    0    0    0"
"56873",1.57,0.9281314168,"0",0,0,"HBACK",2,"F","B","3","01101    0    0    0"
"28264",2.62,0.5886379192,"0",0,0,"SEDAN",2,"M","C","3","01101    0    0    0"
"39056",1.28,0.6652977413,"0",0,0,"SEDAN",3,"M","D","3","01101    0    0    0"
"1073",0.94,0.8542094456,"0",0,0,"PANVN",4,"M","B","3","01101    0    0    0"
"53999",1.68,0.476386037,"0",0,0,"UTE",4,"M","E","1","01101    0    0    0"
"20803",4.73,0.6625598905,"0",0,0,"STNWG",1,"M","E","4","01101    0    0    0"
"12799",1.54,0.3641341547,"0",0,0,"SEDAN",2,"F","D","5","01101    0    0    0"
"46261",3.38,0.5804243669,"0",0,0,"UTE",2,"M","C","1","01101    0    0    0"
"13725",1.12,0.1806981519,"0",0,0,"SEDAN",3,"M","A","2","01101    0    0    0"
"67208",2.32,0.3531827515,"0",0,0,"STNWG",3,"M","F","3","01101    0    0    0"
"54432",0.74,0.9144421629,"0",0,0,"SEDAN",4,"F","A","4","01101    0    0    0"
"18372",0.79,0.4271047228,"0",0,0,"HBACK",3,"F","B","2","01101    0    0    0"
"52575",2.99,0.9938398357,"0",0,0,"SEDAN",1,"M","B","5","01101    0    0    0"
"43498",1.32,0.5749486653,"0",0,0,"SEDAN",3,"F","D","1","01101    0    0    0"
"11306",4.55,0.1368925394,"0",0,0,"SEDAN",3,"F","B","1","01101    0    0    0"
"17579",1.75,0.2135523614,"0",0,0,"SEDAN",2,"F","A","4","01101    0    0    0"
"14954",0.77,0.848733744,"0",0,0,"HBACK",3,"M","B","5","01101    0    0    0"
"37497",1.75,0.2765229295,"0",0,0,"HBACK",2,"M","B","3","01101    0    0    0"
"28704",1.99,0.2902121834,"0",0,0,"HBACK",1,"M","B","5","01101    0    0    0"
"5221",4,0.3887748118,"0",0,0,"HDTOP",2,"M","F","5","01101    0    0    0"
"431",1.64,0.6899383984,"0",0,0,"STNWG",3,"F","C","4","01101    0    0    0"
"16016",1.36,0.0273785079,"0",0,0,"STNWG",4,"M","B","2","01101    0    0    0"
"16566",1.95,0.090349076,"0",0,0,"SEDAN",2,"M","C","5","01101    0    0    0"
"35951",1.22,0.2984257358,"0",0,0,"STNWG",4,"M","C","2","01101    0    0    0"
"35871",2.48,0.372347707,"0",0,0,"SEDAN",1,"F","D","3","01101    0    0    0"
"58891",0.88,0.7063655031,"0",0,0,"SEDAN",4,"F","C","4","01101    0    0    0"
"15207",0.93,0.1341546886,"0",0,0,"SEDAN",3,"F","D","5","01101    0    0    0"
"15606",3.24,0.8569472964,"0",0,0,"STNWG",1,"F","A","3","01101    0    0    0"
"6213",3.55,0.7145790554,"0",0,0,"HDTOP",2,"M","F","4","01101    0    0    0"
"14343",5.92,0.5338809035,"0",0,0,"COUPE",1,"M","C","3","01101    0    0    0"
"22349",1.17,0.1533196441,"0",0,0,"HBACK",2,"F","C","4","01101    0    0    0"
"4280",1.37,0.1177275838,"0",0,0,"SEDAN",3,"F","C","1","01101    0    0    0"
"2263",2.59,0.7830253251,"0",0,0,"STNWG",3,"M","E","1","01101    0    0    0"
"63479",0.5,0.9582477755,"0",0,0,"HBACK",4,"F","A","3","01101    0    0    0"
"29467",4.44,0.7118412046,"0",0,0,"STNWG",1,"F","F","3","01101    0    0    0"
"51936",0,0.887063655,"0",0,0,"TRUCK",2,"M","D","1","01101    0    0    0"
"16768",2,0.0876112252,"0",0,0,"SEDAN",1,"F","A","5","01101    0    0    0"
"50809",1.26,0.1724845996,"0",0,0,"HBACK",1,"F","A","3","01101    0    0    0"
"63031",2.45,0.1067761807,"0",0,0,"STNWG",3,"F","C","3","01101    0    0    0"
"63277",1.02,0.1177275838,"0",0,0,"STNWG",4,"F","A","2","01101    0    0    0"
"34080",0.78,0.3203285421,"0",0,0,"HBACK",3,"F","C","2","01101    0    0    0"
"25329",1.4,0.0574948665,"0",0,0,"MIBUS",4,"M","C","4","01101    0    0    0"
"9840",1.8,0.8514715948,"0",0,0,"UTE",1,"M","A","5","01101    0    0    0"
"48716",2.68,0.4490075291,"0",0,0,"SEDAN",1,"M","B","2","01101    0    0    0"
"25991",1.33,0.1314168378,"0",0,0,"SEDAN",3,"F","C","5","01101    0    0    0"
"27658",4.399,0.3586584531,"0",0,0,"STNWG",1,"F","D","3","01101    0    0    0"
"16053",0.65,0.7529089665,"0",0,0,"STNWG",4,"M","D","3","01101    0    0    0"
"30291",1.1,0.8678986995,"0",0,0,"SEDAN",3,"F","D","5","01101    0    0    0"
"59041",2.81,0.1834360027,"0",0,0,"STNWG",3,"M","B","6","01101    0    0    0"
"7923",2.53,0.3805612594,"0",0,0,"SEDAN",1,"F","A","4","01101    0    0    0"
"6238",0.75,0.8843258042,"0",0,0,"SEDAN",4,"F","B","3","01101    0    0    0"
"53020",3.4,0.6899383984,"0",0,0,"UTE",1,"F","D","2","01101    0    0    0"
"19485",0.78,0.4161533196,"0",0,0,"HBACK",3,"F","B","4","01101    0    0    0"
"62337",2.72,0.0848733744,"0",0,0,"SEDAN",1,"M","C","4","01101    0    0    0"
"65892",1.73,0.0465434634,"0",0,0,"HBACK",2,"M","A","2","01101    0    0    0"
"39909",2.99,0.3969883641,"0",0,0,"STNWG",2,"M","A","2","01101    0    0    0"
"994",1.87,0.5229295003,"0",0,0,"STNWG",2,"M","C","4","01101    0    0    0"
"23950",1.12,0.3148528405,"0",0,0,"HBACK",4,"F","C","3","01101    0    0    0"
"16941",2.42,0.4298425736,"0",0,0,"STNWG",2,"F","A","2","01101    0    0    0"
"5475",0.37,0.8021902806,"0",0,0,"SEDAN",4,"M","B","2","01101    0    0    0"
"50530",1.39,0.7775496235,"0",0,0,"HBACK",2,"F","B","2","01101    0    0    0"
"47787",0.74,0.2245037645,"0",0,0,"HBACK",4,"F","A","5","01101    0    0    0"
"37278",1.15,0.6762491444,"0",0,0,"SEDAN",3,"M","A","5","01101    0    0    0"
"60299",0.78,0.2655715263,"0",0,0,"COUPE",4,"M","B","4","01101    0    0    0"
"6258",1.94,0.7857631759,"0",0,0,"STNWG",4,"F","C","4","01101    0    0    0"
"6982",0.43,0.5776865161,"0",0,0,"HBACK",4,"F","C","2","01101    0    0    0"
"16719",1.82,0.8459958932,"0",0,0,"SEDAN",3,"M","A","3","01101    0    0    0"
"41380",1.57,0.925393566,"0",0,0,"UTE",3,"F","C","5","01101    0    0    0"
"12253",0.81,0.6269678302,"0",0,0,"SEDAN",3,"F","E","2","01101    0    0    0"
"43250",1.85,0.9883641342,"0",0,0,"HBACK",2,"M","A","5","01101    0    0    0"
"57460",3.84,0.0958247775,"0",0,0,"STNWG",2,"M","C","2","01101    0    0    0"
"45879",2.6225,0.6187542779,"0",0,0,"SEDAN",1,"M","C","3","01101    0    0    0"
"19682",4.09,0.8350444901,"0",0,0,"STNWG",2,"M","D","5","01101    0    0    0"
"39955",1.22,0.1341546886,"0",0,0,"SEDAN",3,"F","C","3","01101    0    0    0"
"23520",0.55,0.8076659822,"0",0,0,"HBACK",4,"M","C","4","01101    0    0    0"
"51734",0.84,0.6926762491,"0",0,0,"HBACK",3,"F","C","4","01101    0    0    0"
"20321",1.28,0.1724845996,"0",0,0,"STNWG",3,"F","C","1","01101    0    0    0"
"23721",1,0.2464065708,"0",0,0,"HBACK",4,"F","B","5","01101    0    0    0"
"47714",0.58,0.3422313484,"0",0,0,"HBACK",4,"F","E","5","01101    0    0    0"
"47769",1.93,0.7118412046,"0",0,0,"STNWG",4,"M","A","6","01101    0    0    0"
"65583",1.54,0.6023271732,"0",0,0,"HDTOP",4,"F","D","5","01101    0    0    0"
"23388",2.94,0.7857631759,"0",0,0,"STNWG",3,"F","C","4","01101    0    0    0"
"16805",1.97,0.2080766598,"0",0,0,"STNWG",3,"M","F","3","01101    0    0    0"
"38496",1.65,0.1368925394,"0",0,0,"HBACK",1,"F","B","2","01101    0    0    0"
"38411",1,0.0574948665,"0",0,0,"HBACK",3,"M","B","2","01101    0    0    0"
"59355",2.15,0.6625598905,"0",0,0,"SEDAN",3,"M","A","5","01101    0    0    0"
"23113",0.9,0.5229295003,"0",0,0,"HBACK",3,"F","B","6","01101    0    0    0"
"43875",1.36,0.0684462697,"0",0,0,"HBACK",1,"F","E","6","01101    0    0    0"
"46260",0.55,0.2792607803,"0",0,0,"HBACK",4,"F","C","5","01101    0    0    0"
"41977",1.3,0.7337440109,"0",0,0,"HBACK",2,"F","C","6","01101    0    0    0"
"50017",2.88,0.3258042437,"0",0,0,"STNWG",1,"M","A","5","01101    0    0    0"
"24410",3.1,0.1396303901,"0",0,0,"HBACK",2,"M","C","4","01101    0    0    0"
"30111",1.49,0.3449691992,"0",0,0,"STNWG",4,"M","D","1","01101    0    0    0"
"49446",0.76,0.4106776181,"0",0,0,"SEDAN",4,"F","C","4","01101    0    0    0"
"47811",1.68,0.9938398357,"0",0,0,"SEDAN",3,"F","B","3","01101    0    0    0"
"34883",0.41,0.1478439425,"0",0,0,"HBACK",4,"M","C","4","01101    0    0    0"
"28493",1.47,0.1149897331,"0",0,0,"SEDAN",2,"F","A","2","01101    0    0    0"
"48974",0.5,0.6078028747,"0",0,0,"HBACK",4,"F","B","1","01101    0    0    0"
"38209",0.77,0.7529089665,"0",0,0,"HBACK",3,"M","C","6","01101    0    0    0"
"22564",4.51,0.8186173853,"0",0,0,"STNWG",2,"M","D","6","01101    0    0    0"
"7561",0.45,0.5886379192,"0",0,0,"SEDAN",4,"F","E","3","01101    0    0    0"
"61622",2.44,0.5667351129,"0",0,0,"UTE",3,"F","A","4","01101    0    0    0"
"760",0.79,0.9089664613,"0",0,0,"UTE",4,"F","B","5","01101    0    0    0"
"48929",0.91,0.3696098563,"0",0,0,"SEDAN",4,"F","A","2","01101    0    0    0"
"38033",0.46,0.0574948665,"0",0,0,"HBACK",4,"F","A","4","01101    0    0    0"
"1558",1.43,0.219028063,"0",0,0,"SEDAN",2,"F","C","4","01101    0    0    0"
"61827",1.3,0.6488706365,"0",0,0,"HBACK",2,"F","C","4","01101    0    0    0"
"22693",2.17,0.0684462697,"0",0,0,"SEDAN",1,"M","A","5","01101    0    0    0"
"947",1.25,0.2217659138,"0",0,0,"HBACK",2,"M","A","1","01101    0    0    0"
"15231",3.91,0.4681724846,"0",0,0,"UTE",1,"M","F","2","01101    0    0    0"
"5081",1.51,0.3887748118,"0",0,0,"HDTOP",4,"M","C","6","01101    0    0    0"
"11049",1.21,0.1998631075,"0",0,0,"SEDAN",2,"F","E","4","01101    0    0    0"
"58203",0.93,0.9527720739,"0",0,0,"SEDAN",4,"M","B","2","01101    0    0    0"
"34993",3.32,0.1916495551,"0",0,0,"STNWG",1,"F","B","1","01101    0    0    0"
"60675",1.93,0.643394935,"0",0,0,"SEDAN",2,"M","C","3","01101    0    0    0"
"30340",2.77,0.4955509925,"0",0,0,"SEDAN",1,"F","B","2","01101    0    0    0"
"57378",1.83,0.5804243669,"0",0,0,"SEDAN",4,"M","C","3","01101    0    0    0"
"5373",1.73,0.5941136208,"0",0,0,"HBACK",2,"F","A","5","01101    0    0    0"
"54405",1.41,0.9993155373,"0",0,0,"HBACK",2,"F","B","5","01101    0    0    0"
"14082",1.46,0.5776865161,"0",0,0,"COUPE",4,"M","A","2","01101    0    0    0"
"32580",1.34,0.4845995893,"0",0,0,"SEDAN",3,"F","E","3","01101    0    0    0"
"5824",0.54,0.1971252567,"0",0,0,"HBACK",4,"F","A","2","01101    0    0    0"
"65645",1.68,0.4216290212,"0",0,0,"HBACK",3,"M","A","3","01101    0    0    0"
"55608",2.31,0.3258042437,"0",0,0,"STNWG",4,"M","C","3","01101    0    0    0"
"47391",3.1,0.0027378508,"0",0,0,"STNWG",3,"M","F","5","01101    0    0    0"
"56217",1.97,0.977412731,"0",0,0,"SEDAN",1,"F","A","4","01101    0    0    0"
"59408",1.35,0.3531827515,"0",0,0,"STNWG",4,"M","F","4","01101    0    0    0"
"26241",1.77,0.7967145791,"0",0,0,"STNWG",4,"F","D","3","01101    0    0    0"
"50534",1.32,0.0027378508,"0",0,0,"SEDAN",2,"M","C","4","01101    0    0    0"
"35567",2.4,0.0465434634,"0",0,0,"STNWG",3,"M","F","2","01101    0    0    0"
"20210",0.8,0.8076659822,"0",0,0,"HBACK",3,"F","C","5","01101    0    0    0"
"39088",1.59,0.6872005476,"0",0,0,"SEDAN",3,"F","C","2","01101    0    0    0"
"14202",0.79,0.2436687201,"0",0,0,"HBACK",3,"F","A","5","01101    0    0    0"
"38403",1.01,0.4052019165,"0",0,0,"SEDAN",3,"F","A","5","01101    0    0    0"
"1193",2.02,0.9993155373,"0",0,0,"HBACK",1,"F","E","5","01101    0    0    0"
"40349",1.88,0.810403833,"0",0,0,"SEDAN",2,"F","B","3","01101    0    0    0"
"15345",2.42,0.5667351129,"0",0,0,"SEDAN",1,"M","A","6","01101    0    0    0"
"2567",1.18,0.8898015058,"0",0,0,"SEDAN",3,"F","A","6","01101    0    0    0"
"21128",1.71,0.8076659822,"0",0,0,"SEDAN",2,"F","A","3","01101    0    0    0"
"19847",3.74,0.6242299795,"0",0,0,"UTE",1,"M","C","3","01101    0    0    0"
"33948",0.66,0.3148528405,"0",0,0,"SEDAN",4,"F","C","6","01101    0    0    0"
"58649",1.09,0.2929500342,"0",0,0,"SEDAN",4,"F","F","1","01101    0    0    0"
"23735",2.74,0.3887748118,"0",0,0,"HDTOP",2,"F","B","4","01101    0    0    0"
"52818",0.71,0.3093771389,"0",0,0,"SEDAN",4,"F","A","4","01101    0    0    0"
"55261",1.27,0.9664613279,"0",0,0,"HBACK",3,"F","B","6","01101    0    0    0"
"718",1.92,0.1478439425,"0",0,0,"SEDAN",1,"F","C","4","01101    0    0    0"
"54480",0.8,0.7392197125,"0",0,0,"SEDAN",4,"F","B","3","01101    0    0    0"
"48847",1.04,0.0054757016,"0",0,0,"SEDAN",3,"M","C","5","01101    0    0    0"
"19356",1.65,0.4599589322,"0",0,0,"SEDAN",2,"F","B","5","01101    0    0    0"
"27729",2.98,0.720054757,"0",0,0,"TRUCK",2,"M","D","3","01101    0    0    0"
"41114",1.23,0.0711841205,"0",0,0,"SEDAN",3,"F","F","4","01101    0    0    0"
"19899",2.13,0.4900752909,"0",0,0,"STNWG",3,"M","D","2","01101    0    0    0"
"19081",1.84,0.1259411362,"0",0,0,"COUPE",3,"F","F","4","01101    0    0    0"
"42887",2.57,0.0191649555,"0",0,0,"PANVN",2,"M","C","4","01101    0    0    0"
"30141",0.35,0.9527720739,"0",0,0,"SEDAN",4,"M","A","6","01101    0    0    0"
"9434",0.45,0.5859000684,"0",0,0,"SEDAN",4,"F","C","4","01101    0    0    0"
"63724",2.22,0.643394935,"0",0,0,"HBACK",1,"M","A","3","01101    0    0    0"
"42997",0.97,0.0273785079,"0",0,0,"SEDAN",3,"M","B","6","01101    0    0    0"
"38111",0.39,0.2683093771,"0",0,0,"STNWG",4,"F","D","3","01101    0    0    0"
"12277",3.11,0.3121149897,"0",0,0,"STNWG",1,"M","C","3","01101    0    0    0"
"30103",1.32,0.3449691992,"0",0,0,"SEDAN",3,"M","A","1","01101    0    0    0"
"24518",1.57,0.1971252567,"0",0,0,"UTE",3,"F","B","2","01101    0    0    0"
"53309",9.02,0.925393566,"0",0,0,"SEDAN",1,"M","C","4","01101    0    0    0"
"49239",2.78,0.4079397673,"0",0,0,"UTE",3,"M","D","4","01101    0    0    0"
"53544",1.54,0.758384668,"0",0,0,"SEDAN",3,"F","C","2","01101    0    0    0"
"50717",1.74,0.9336071184,"0",0,0,"HBACK",2,"F","D","1","01101    0    0    0"
"36085",0.37,0.4928131417,"0",0,0,"SEDAN",4,"M","A","3","01101    0    0    0"
"21044",0.41,0.0739219713,"0",0,0,"SEDAN",4,"M","E","3","01101    0    0    0"
"28145",4.73,0.4982888433,"0",0,0,"STNWG",1,"M","B","5","01101    0    0    0"
"37712",0.91,0.6488706365,"0",0,0,"HBACK",3,"F","A","4","01101    0    0    0"
"52077",0.83,0.6899383984,"0",0,0,"STNWG",4,"M","D","3","01101    0    0    0"
"49943",1.09,0.2929500342,"0",0,0,"HBACK",2,"M","E","5","01101    0    0    0"
"39336",1.15,0.0027378508,"0",0,0,"HDTOP",4,"M","C","2","01101    0    0    0"
"57127",2.49,0.2628336756,"0",0,0,"STNWG",3,"M","D","2","01101    0    0    0"
"44116",2.07,0.6570841889,"0",0,0,"STNWG",1,"M","A","5","01101    0    0    0"
"38623",1.46,0.2655715263,"0",0,0,"HBACK",2,"M","C","5","01101    0    0    0"
"56701",0.89,0.1314168378,"0",0,0,"UTE",4,"F","B","3","01101    0    0    0"
"36850",4.27,0.7227926078,"0",0,0,"STNWG",2,"F","E","3","01101    0    0    0"
"25379",1.75,0.3750855578,"0",0,0,"SEDAN",2,"F","A","2","01101    0    0    0"
"18092",1.18,0.8021902806,"0",0,0,"HBACK",2,"F","C","3","01101    0    0    0"
"22793",0.76,0.3312799452,"0",0,0,"SEDAN",4,"F","A","5","01101    0    0    0"
"20965",2.31,0.167008898,"0",0,0,"STNWG",3,"F","A","3","01101    0    0    0"
"19521",1.23,0.0739219713,"0",0,0,"SEDAN",4,"F","C","3","01101    0    0    0"
"30392",0.4,0.0438056126,"0",0,0,"HBACK",4,"F","A","4","01101    0    0    0"
"23999",2.51,0.3148528405,"0",0,0,"SEDAN",1,"M","B","2","01101    0    0    0"
"15402",2.62,0.848733744,"0",0,0,"SEDAN",1,"F","C","3","01101    0    0    0"
"42594",1.43,0.2026009582,"0",0,0,"HBACK",1,"F","C","4","01101    0    0    0"
"12899",1.73,0.1396303901,"0",0,0,"PANVN",3,"M","B","5","01101    0    0    0"
"30944",4.27,0.0082135524,"0",0,0,"STNWG",1,"M","D","5","01101    0    0    0"
"27797",1.05,0.3121149897,"0",0,0,"STNWG",3,"M","D","4","01101    0    0    0"
"67406",1.84,0.8569472964,"0",0,0,"HBACK",2,"M","C","3","01101    0    0    0"
"12289",2.1,0.8405201916,"0",0,0,"STNWG",4,"M","C","2","01101    0    0    0"
"23052",1.64,0.8405201916,"0",0,0,"SEDAN",2,"M","A","4","01101    0    0    0"
"37352",1.47,0.3039014374,"0",0,0,"SEDAN",2,"F","D","2","01101    0    0    0"
"4926",1.84,0.386036961,"0",0,0,"STNWG",3,"M","B","5","01101    0    0    0"
"3005",1.41,0.4216290212,"0",0,0,"SEDAN",2,"F","A","2","01101    0    0    0"
"26527",2.15,0.887063655,"0",0,0,"HBACK",2,"F","C","6","01101    0    0    0"
"45713",1.84,0.6488706365,"0",0,0,"SEDAN",1,"F","C","4","01101    0    0    0"
"4271",1.79,0.0082135524,"0",0,0,"HBACK",1,"F","A","1","01101    0    0    0"
"64359",1.95,0.8624229979,"0",0,0,"HBACK",1,"M","D","4","01101    0    0    0"
"14080",1.05,0.8350444901,"0",0,0,"SEDAN",4,"F","B","3","01101    0    0    0"
"9326",9.16,0.6735112936,"0",0,0,"STNWG",1,"M","B","4","01101    0    0    0"
"28716",2.16,0.6954140999,"0",0,0,"SEDAN",2,"F","C","2","01101    0    0    0"
"67300",2.06,0.6516084873,"0",0,0,"SEDAN",2,"M","C","5","01101    0    0    0"
"21514",2.3,0.3969883641,"0",0,0,"SEDAN",1,"F","F","6","01101    0    0    0"
"44160",1.51,0.4845995893,"0",0,0,"HBACK",2,"F","E","2","01101    0    0    0"
"26429",3.65,0.3668720055,"0",0,0,"SEDAN",1,"F","C","1","01101    0    0    0"
"51028",0.79,0.7008898015,"0",0,0,"SEDAN",3,"M","A","5","01101    0    0    0"
"38351",1.65,0.7556468172,"0",0,0,"HBACK",3,"F","B","5","01101    0    0    0"
"1478",3.18,0.9856262834,"0",0,0,"STNWG",3,"M","E","4","01101    0    0    0"
"20078",0.51,0.3969883641,"0",0,0,"SEDAN",4,"F","D","2","01101    0    0    0"
"64830",1.57,0.2327173169,"0",0,0,"STNWG",3,"M","A","2","01101    0    0    0"
"23171",3.64,0.4736481862,"0",0,0,"UTE",1,"M","A","3","01101    0    0    0"
"516",4.3,0.3422313484,"0",0,0,"STNWG",3,"M","A","4","01101    0    0    0"
"59873",1.05,0.9527720739,"0",0,0,"HBACK",2,"F","A","4","01101    0    0    0"
"39995",0.9,0.6598220397,"0",0,0,"HBACK",3,"M","B","6","01101    0    0    0"
"38140",0.8,0.2683093771,"0",0,0,"HBACK",4,"M","B","2","01101    0    0    0"
"6740",1.34,0.052019165,"0",0,0,"HBACK",1,"M","C","2","01101    0    0    0"
"61301",1.15,0.8843258042,"0",0,0,"UTE",4,"F","C","5","01101    0    0    0"
"6731",1.4,0.8706365503,"0",0,0,"SEDAN",3,"M","B","1","01101    0    0    0"
"33445",0.41,0.1642710472,"0",0,0,"HBACK",4,"F","C","2","01101    0    0    0"
"50073",1.57,0.605065024,"0",0,0,"SEDAN",2,"F","C","4","01101    0    0    0"
"42041",2.8,0.9993155373,"0",0,0,"SEDAN",1,"M","C","1","01101    0    0    0"
"44481",2.02,0.2409308693,"0",0,0,"SEDAN",1,"M","B","4","01101    0    0    0"
"54141",4.74,0.5968514716,"0",0,0,"TRUCK",1,"M","D","5","01101    0    0    0"
"10307",1.02,0.3750855578,"0",0,0,"SEDAN",4,"F","D","4","01101    0    0    0"
"57763",0.43,0.5393566051,"0",0,0,"HBACK",4,"M","C","5","01101    0    0    0"
"26381",1.31,0.3696098563,"0",0,0,"UTE",3,"M","A","2","01101    0    0    0"
"13688",1.43,0.5366187543,"0",0,0,"STNWG",3,"M","C","3","01101    0    0    0"
"52557",1.1,0.4380561259,"0",0,0,"SEDAN",3,"F","C","4","01101    0    0    0"
"33803",2.25,0.2929500342,"0",0,0,"UTE",3,"M","F","4","01101    0    0    0"
"41364",1.54,0.128678987,"0",0,0,"HBACK",1,"F","C","2","01101    0    0    0"
"42548",5.71,0.9308692676,"0",0,0,"STNWG",1,"M","A","5","01101    0    0    0"
"12797",2.32,0.3641341547,"0",0,0,"SEDAN",1,"F","E","5","01101    0    0    0"
"34867",1.29,0.1478439425,"0",0,0,"MIBUS",4,"F","B","2","01101    0    0    0"
"47345",1.8,0.6351813826,"0",0,0,"SEDAN",2,"F","A","2","01101    0    0    0"
"32894",0.38,0.5174537988,"0",0,0,"HBACK",4,"F","D","4","01101    0    0    0"
"58503",2.33,0.3805612594,"0",0,0,"STNWG",2,"F","D","4","01101    0    0    0"
"5576",1.25,0.2299794661,"0",0,0,"HBACK",2,"F","D","2","01101    0    0    0"
"54046",1.88,0.9719370294,"0",0,0,"SEDAN",2,"M","D","6","01101    0    0    0"
"38412",2,0.59137577,"0",0,0,"SEDAN",2,"F","B","5","01101    0    0    0"
"59220",2.099,0.3422313484,"0",0,0,"SEDAN",1,"F","C","6","01101    0    0    0"
"61226",0.9,0.1806981519,"0",0,0,"HBACK",3,"F","B","3","01101    0    0    0"
"28555",0.48,0.1560574949,"0",0,0,"SEDAN",4,"M","D","6","01101    0    0    0"
"30485",0.91,0.1697467488,"0",0,0,"SEDAN",4,"F","C","4","01101    0    0    0"
"59216",0.48,0.6598220397,"0",0,0,"HBACK",4,"F","B","3","01101    0    0    0"
"5948",1.13,0.1779603012,"0",0,0,"UTE",4,"F","C","3","01101    0    0    0"
"54939",5.37,0.6762491444,"0",0,0,"SEDAN",2,"M","A","4","01101    0    0    0"
"39513",2.67,0.3696098563,"0",0,0,"SEDAN",1,"M","D","6","01101    0    0    0"
"41291",0.57,0.5557837098,"0",0,0,"UTE",4,"M","C","6","01101    0    0    0"
"42680",4.07,0.1177275838,"0",0,0,"STNWG",2,"M","A","1","01101    0    0    0"
"59341",1.33,0.3422313484,"0",0,0,"HBACK",4,"M","E","2","01101    0    0    0"
"63110",1.46,0.0410677618,"0",0,0,"STNWG",4,"F","A","2","01101    0    0    0"
"64136",1.81,0.0711841205,"0",0,0,"STNWG",3,"M","B","5","01101    0    0    0"
"59221",1.13,0.6625598905,"0",0,0,"SEDAN",3,"F","C","6","01101    0    0    0"
"35610",3.01,0.4216290212,"0",0,0,"STNWG",3,"F","D","3","01101    0    0    0"
"37386",2.88,0.93908282,"0",0,0,"HDTOP",2,"M","C","2","01101    0    0    0"
"11473",3.16,0.1587953457,"0",0,0,"STNWG",3,"F","C","3","01101    0    0    0"
"6217",1.76,0.9911019849,"0",0,0,"SEDAN",2,"F","C","1","01101    0    0    0"
"42279",1.2,0.6680355921,"0",0,0,"SEDAN",3,"F","D","4","01101    0    0    0"
"60275",3.75,0.34770705,"0",0,0,"STNWG",1,"M","C","3","01101    0    0    0"
"62758",2.37,0.5639972621,"0",0,0,"STNWG",4,"F","E","3","01101    0    0    0"
"44414",2.64,0.038329911,"0",0,0,"SEDAN",1,"M","A","6","01101    0    0    0"
"4272",0.85,0.2984257358,"0",0,0,"SEDAN",4,"M","C","3","01101    0    0    0"
"11992",1.49,0.5722108145,"0",0,0,"HBACK",3,"F","B","6","01101    0    0    0"
"57725",0.7,0.8898015058,"0",0,0,"STNWG",4,"M","A","2","01101    0    0    0"
"42808",2.03,0.2710472279,"0",0,0,"SEDAN",1,"F","C","2","01101    0    0    0"
"513",1.76,0.5420944559,"0",0,0,"SEDAN",2,"F","C","6","01101    0    0    0"
"28566",4.349,0.5639972621,"0",0,0,"UTE",1,"M","D","4","01101    0    0    0"
"14674",1.47,0.4024640657,"0",0,0,"HBACK",2,"F","B","3","01101    0    0    0"
"52770",1.89,0.0876112252,"0",0,0,"HBACK",1,"M","A","4","01101    0    0    0"
"22676",1.76,0.1861738535,"0",0,0,"SEDAN",1,"M","C","4","01101    0    0    0"
"58488",2.299,0.9993155373,"0",0,0,"SEDAN",1,"F","A","1","01101    0    0    0"
"52636",1.05,0.9938398357,"0",0,0,"MIBUS",4,"M","C","3","01101    0    0    0"
"18581",1.44,0.2381930185,"0",0,0,"SEDAN",3,"M","B","4","01101    0    0    0"
"23689",1.92,0.6762491444,"0",0,0,"STNWG",3,"M","A","3","01101    0    0    0"
"49902",3.77,0.2765229295,"0",0,0,"STNWG",2,"F","F","3","01101    0    0    0"
"65287",4.08,0.7364818617,"0",0,0,"STNWG",2,"M","F","2","01101    0    0    0"
"53122",0.76,0.9144421629,"0",0,0,"SEDAN",4,"F","A","3","01101    0    0    0"
"5345",0.95,0.5941136208,"0",0,0,"SEDAN",4,"F","B","5","01101    0    0    0"
"7445",2.38,0.8596851472,"0",0,0,"STNWG",4,"M","C","5","01101    0    0    0"
"44946",1.19,0.977412731,"0",0,0,"HBACK",2,"F","A","4","01101    0    0    0"
"27005",7.32,0.7227926078,"0",0,0,"STNWG",1,"M","E","1","01101    0    0    0"
"53107",1.05,0.6078028747,"0",0,0,"SEDAN",4,"M","C","2","01101    0    0    0"
"5185",0.65,0.3915126626,"0",0,0,"HBACK",4,"F","A","3","01101    0    0    0"
"16958",1.77,0.0574948665,"0",0,0,"HBACK",1,"M","A","1","01101    0    0    0"
"49743",1.05,0.7748117728,"0",0,0,"STNWG",4,"F","A","2","01101    0    0    0"
"65065",2.03,0.1971252567,"0",0,0,"SEDAN",2,"M","A","3","01101    0    0    0"
"42970",1.71,0.5612594114,"0",0,0,"SEDAN",3,"M","B","4","01101    0    0    0"
"13174",1.45,0.6078028747,"0",0,0,"UTE",4,"M","D","2","01101    0    0    0"
"29401",5.14,0.0848733744,"0",0,0,"SEDAN",1,"F","D","6","01101    0    0    0"
"57051",1.67,0.0273785079,"0",0,0,"TRUCK",1,"M","E","4","01101    0    0    0"
"3084",1.45,0.3997262149,"0",0,0,"SEDAN",2,"M","D","6","01101    0    0    0"
"48989",0.7,0.2819986311,"0",0,0,"STNWG",4,"M","B","3","01101    0    0    0"
